,age_group,education,gender,nationality,electoral_district,unit,n
919,45-54,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,154
920,45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,154
921,45-54,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,25
922,45-54,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,119
923,45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,81
924,45-54,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,16
925,45-54,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1070
926,45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,494
927,45-54,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,130
928,45-54,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,391
929,45-54,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,182
930,45-54,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,37
931,45-54,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,84
932,45-54,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,44
933,45-54,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,3
934,45-54,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,69
935,45-54,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,88
936,45-54,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,3
937,45-54,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,342
938,45-54,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,145
939,45-54,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,60
940,45-54,Secondary education,Male,Other,Harju- ja Raplamaa,Harjumaa,563
941,45-54,Higher education,Male,Other,Harju- ja Raplamaa,Harjumaa,215
942,45-54,Basic education,Male,Other,Harju- ja Raplamaa,Harjumaa,98
943,45-54,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,3
944,45-54,Secondary education,Male,Other,Ida-Virumaa,Ida-Virumaa,1337
945,45-54,Higher education,Male,Other,Ida-Virumaa,Ida-Virumaa,498
946,45-54,Basic education,Male,Other,Ida-Virumaa,Ida-Virumaa,171
947,45-54,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,84
948,45-54,Higher education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,3
949,45-54,Basic education,Male,Other,Jõgeva- ja Tartumaa,Jõgevamaa,25
950,45-54,Secondary education,Male,Other,Järva- ja Viljandimaa,Järvamaa,39
951,45-54,Higher education,Male,Other,Järva- ja Viljandimaa,Järvamaa,5
952,45-54,Basic education,Male,Other,Järva- ja Viljandimaa,Järvamaa,18
953,45-54,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,39
954,45-54,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,4
955,45-54,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,8
956,45-54,Secondary education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,125
957,45-54,Higher education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,26
958,45-54,Basic education,Male,Other,Lääne-Virumaa,Lääne-Virumaa,36
959,45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,32
960,45-54,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,3
961,45-54,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,12
962,45-54,Secondary education,Male,Other,Pärnumaa,Pärnumaa,193
963,45-54,Higher education,Male,Other,Pärnumaa,Pärnumaa,26
964,45-54,Basic education,Male,Other,Pärnumaa,Pärnumaa,38
965,45-54,Secondary education,Male,Other,Harju- ja Raplamaa,Raplamaa,33
966,45-54,Higher education,Male,Other,Harju- ja Raplamaa,Raplamaa,6
967,45-54,Basic education,Male,Other,Harju- ja Raplamaa,Raplamaa,18
968,45-54,Secondary education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4
969,45-54,Higher education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
970,45-54,Basic education,Male,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1
971,45-54,Secondary education,Male,Other,Tartu linn,Tartu linn,365
972,45-54,Higher education,Male,Other,Tartu linn,Tartu linn,85
973,45-54,Basic education,Male,Other,Tartu linn,Tartu linn,87
974,45-54,Secondary education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,151
975,45-54,Higher education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,29
976,45-54,Basic education,Male,Other,Jõgeva- ja Tartumaa,Tartumaa,49
977,45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,84
978,45-54,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,12
979,45-54,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,21
980,45-54,Secondary education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,47
981,45-54,Higher education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,8
982,45-54,Basic education,Male,Other,Järva- ja Viljandimaa,Viljandimaa,27
983,45-54,Secondary education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,47
984,45-54,Higher education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,14
985,45-54,Basic education,Male,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,9
986,45-54,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,645
987,45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,946
988,45-54,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,59
989,45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,890
990,45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,2145
991,45-54,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,63
992,45-54,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,604
993,45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,985
994,45-54,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,42
995,45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,959
996,45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,687
997,45-54,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,97
998,45-54,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1185
999,45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,1244
1000,45-54,Basic education,Female,Estonian,Mustamäe ja Nõmme,Mustamäe,112
1001,45-54,Secondary education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,748
1002,45-54,Higher education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,1426
1003,45-54,Basic education,Female,Estonian,Mustamäe ja Nõmme,Nõmme,47
1004,45-54,Secondary education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,311
1005,45-54,Higher education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,717
1006,45-54,Basic education,Female,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,7
1007,45-54,Secondary education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,912
1008,45-54,Higher education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,1158
1009,45-54,Basic education,Female,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,94
1010,45-54,Secondary education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,4240
1011,45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,4668
1012,45-54,Basic education,Female,Estonian,Harju- ja Raplamaa,Harjumaa,558
1013,45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,345
1014,45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,175
1015,45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,76
1016,45-54,Secondary education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,834
1017,45-54,Higher education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,614
1018,45-54,Basic education,Female,Estonian,Ida-Virumaa,Ida-Virumaa,95
1019,45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,980
1020,45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,428
1021,45-54,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,241
1022,45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,1010
1023,45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,465
1024,45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Järvamaa,269
1025,45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,626
1026,45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,391
1027,45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,159
1028,45-54,Secondary education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1813
1029,45-54,Higher education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,1010
1030,45-54,Basic education,Female,Estonian,Lääne-Virumaa,Lääne-Virumaa,492
1031,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,893
1032,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,389
1033,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,179
1034,45-54,Secondary education,Female,Estonian,Pärnumaa,Pärnumaa,2980
1035,45-54,Higher education,Female,Estonian,Pärnumaa,Pärnumaa,1588
1036,45-54,Basic education,Female,Estonian,Pärnumaa,Pärnumaa,511
1037,45-54,Secondary education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,1114
1038,45-54,Higher education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,654
1039,45-54,Basic education,Female,Estonian,Harju- ja Raplamaa,Raplamaa,271
1040,45-54,Secondary education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1280
1041,45-54,Higher education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,576
1042,45-54,Basic education,Female,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,218
1043,45-54,Secondary education,Female,Estonian,Tartu linn,Tartu linn,2061
1044,45-54,Higher education,Female,Estonian,Tartu linn,Tartu linn,2862
1045,45-54,Basic education,Female,Estonian,Tartu linn,Tartu linn,299
1046,45-54,Secondary education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1807
1047,45-54,Higher education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1358
1048,45-54,Basic education,Female,Estonian,Jõgeva- ja Tartumaa,Tartumaa,366
1049,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,873
1050,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,444
1051,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,173
1052,45-54,Secondary education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,1580
1053,45-54,Higher education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,814
1054,45-54,Basic education,Female,Estonian,Järva- ja Viljandimaa,Viljandimaa,397
1055,45-54,Secondary education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1277
1056,45-54,Higher education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,622
1057,45-54,Basic education,Female,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,212
1058,45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,527
1059,45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,467
1060,45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,28
1061,45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,214
1062,45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,273
1063,45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,7
1064,45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,164
1065,45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,161
1066,45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,7
1067,45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1471
1068,45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,1042
1069,45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,85
1070,45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Mustamäe,555
1071,45-54,Higher education,Female,Other,Mustamäe ja Nõmme,Mustamäe,417
1072,45-54,Basic education,Female,Other,Mustamäe ja Nõmme,Mustamäe,33
1073,45-54,Secondary education,Female,Other,Mustamäe ja Nõmme,Nõmme,96
1074,45-54,Higher education,Female,Other,Mustamäe ja Nõmme,Nõmme,93
1075,45-54,Basic education,Female,Other,Mustamäe ja Nõmme,Nõmme,6
1076,45-54,Secondary education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,71
1077,45-54,Higher education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,133
1078,45-54,Basic education,Female,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,1
1079,45-54,Secondary education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,557
1080,45-54,Higher education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,316
1081,45-54,Basic education,Female,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,45
1082,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Harjumaa,765
1083,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Harjumaa,501
1084,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Harjumaa,61
1085,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
1086,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
1087,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,1
1088,45-54,Secondary education,Female,Other,Ida-Virumaa,Ida-Virumaa,1853
1089,45-54,Higher education,Female,Other,Ida-Virumaa,Ida-Virumaa,1355
1090,45-54,Basic education,Female,Other,Ida-Virumaa,Ida-Virumaa,91
1091,45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,91
1092,45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,19
1093,45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Jõgevamaa,12
1094,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Järvamaa,43
1095,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Järvamaa,11
1096,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Järvamaa,16
1097,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,56
1098,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,8
1099,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,10
1100,45-54,Secondary education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,193
1101,45-54,Higher education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,60
1102,45-54,Basic education,Female,Other,Lääne-Virumaa,Lääne-Virumaa,33
1103,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,36
1104,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,5
1105,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Põlvamaa,6
1106,45-54,Secondary education,Female,Other,Pärnumaa,Pärnumaa,225
1107,45-54,Higher education,Female,Other,Pärnumaa,Pärnumaa,83
1108,45-54,Basic education,Female,Other,Pärnumaa,Pärnumaa,27
1109,45-54,Secondary education,Female,Other,Harju- ja Raplamaa,Raplamaa,65
1110,45-54,Higher education,Female,Other,Harju- ja Raplamaa,Raplamaa,18
1111,45-54,Basic education,Female,Other,Harju- ja Raplamaa,Raplamaa,14
1112,45-54,Secondary education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,4
1113,45-54,Higher education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,8
1114,45-54,Basic education,Female,Other,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,3
1115,45-54,Secondary education,Female,Other,Tartu linn,Tartu linn,442
1116,45-54,Higher education,Female,Other,Tartu linn,Tartu linn,216
1117,45-54,Basic education,Female,Other,Tartu linn,Tartu linn,51
1118,45-54,Secondary education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,152
1119,45-54,Higher education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,67
1120,45-54,Basic education,Female,Other,Jõgeva- ja Tartumaa,Tartumaa,36
1121,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,126
1122,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,37
1123,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Valgamaa,16
1124,45-54,Secondary education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,58
1125,45-54,Higher education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,5
1126,45-54,Basic education,Female,Other,Järva- ja Viljandimaa,Viljandimaa,15
1127,45-54,Secondary education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,52
1128,45-54,Higher education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,20
1129,45-54,Basic education,Female,Other,"Võru-, Valga- ja Põlvamaa",Võrumaa,8
1130,55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,451
1131,55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,415
1132,55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,29
1133,55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,677
1134,55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,799
1135,55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,48
1136,55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,507
1137,55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,363
1138,55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,31
1139,55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,818
1140,55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,334
1141,55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,84
1142,55-64,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,876
1143,55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,444
1144,55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Mustamäe,88
1145,55-64,Secondary education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,743
1146,55-64,Higher education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,749
1147,55-64,Basic education,Male,Estonian,Mustamäe ja Nõmme,Nõmme,75
1148,55-64,Secondary education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,261
1149,55-64,Higher education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,321
1150,55-64,Basic education,Male,Estonian,"Kesklinn, Lasnamäe ja Pirita",Pirita,16
1151,55-64,Secondary education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,716
1152,55-64,Higher education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,353
1153,55-64,Basic education,Male,Estonian,"Haabersti, Põhja-Tallinn ja Kristiine",Põhja-Tallinn,83
1154,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,3802
1155,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,1828
1156,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Harjumaa,610
1157,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,401
1158,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,86
1159,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Hiiumaa,131
1160,55-64,Secondary education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,1204
1161,55-64,Higher education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,230
1162,55-64,Basic education,Male,Estonian,Ida-Virumaa,Ida-Virumaa,164
1163,55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,1143
1164,55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,216
1165,55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Jõgevamaa,320
1166,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,1358
1167,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,234
1168,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Järvamaa,321
1169,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,730
1170,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,179
1171,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Läänemaa,208
1172,55-64,Secondary education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,2232
1173,55-64,Higher education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,423
1174,55-64,Basic education,Male,Estonian,Lääne-Virumaa,Lääne-Virumaa,543
1175,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,1121
1176,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,200
1177,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Põlvamaa,262
1178,55-64,Secondary education,Male,Estonian,Pärnumaa,Pärnumaa,3248
1179,55-64,Higher education,Male,Estonian,Pärnumaa,Pärnumaa,715
1180,55-64,Basic education,Male,Estonian,Pärnumaa,Pärnumaa,590
1181,55-64,Secondary education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,1297
1182,55-64,Higher education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,278
1183,55-64,Basic education,Male,Estonian,Harju- ja Raplamaa,Raplamaa,333
1184,55-64,Secondary education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,1437
1185,55-64,Higher education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,349
1186,55-64,Basic education,Male,Estonian,"Hiiu-, Lääne- ja Saaremaa",Saaremaa,340
1187,55-64,Secondary education,Male,Estonian,Tartu linn,Tartu linn,1949
1188,55-64,Higher education,Male,Estonian,Tartu linn,Tartu linn,1197
1189,55-64,Basic education,Male,Estonian,Tartu linn,Tartu linn,269
1190,55-64,Secondary education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,1943
1191,55-64,Higher education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,634
1192,55-64,Basic education,Male,Estonian,Jõgeva- ja Tartumaa,Tartumaa,432
1193,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,1043
1194,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,212
1195,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Valgamaa,236
1196,55-64,Secondary education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,1896
1197,55-64,Higher education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,385
1198,55-64,Basic education,Male,Estonian,Järva- ja Viljandimaa,Viljandimaa,409
1199,55-64,Secondary education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,1741
1200,55-64,Higher education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,266
1201,55-64,Basic education,Male,Estonian,"Võru-, Valga- ja Põlvamaa",Võrumaa,282
1202,55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,253
1203,55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,211
1204,55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Haabersti,11
1205,55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,129
1206,55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,179
1207,55-64,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Kesklinn,3
1208,55-64,Secondary education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,104
1209,55-64,Higher education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,59
1210,55-64,Basic education,Male,Other,"Haabersti, Põhja-Tallinn ja Kristiine",Kristiine,3
1211,55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,938
1212,55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,471
1213,55-64,Basic education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Lasnamäe,39
1214,55-64,Secondary education,Male,Other,Mustamäe ja Nõmme,Mustamäe,320
1215,55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Mustamäe,175
1216,55-64,Basic education,Male,Other,Mustamäe ja Nõmme,Mustamäe,26
1217,55-64,Secondary education,Male,Other,Mustamäe ja Nõmme,Nõmme,85
1218,55-64,Higher education,Male,Other,Mustamäe ja Nõmme,Nõmme,46
1219,55-64,Basic education,Male,Other,Mustamäe ja Nõmme,Nõmme,2
1220,55-64,Secondary education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,54
1221,55-64,Higher education,Male,Other,"Kesklinn, Lasnamäe ja Pirita",Pirita,105
